0,0,4.75827760454739,0.025958106648200634
0,100,4.765420371031226,0.025904218097692593
0,200,4.765868090790271,0.025961458104727796
0,300,4.779215748090815,0.02594482576685693
0,350,4.787452218298904,0.02595659751264528
0,400,4.793410641278917,0.02595207256275736
0,450,4.81779702760643,0.02596740594871411
0,500,4.820833947756231,0.025986522010962836
0,550,4.828118780432766,0.025987875057172254
0,600,4.811750852063423,0.03451880636217042
50,300,4.855118696947547,0.02597005735576578
50,350,4.856157270182182,0.02593994076950673
50,400,4.865950782381168,0.025965333106181914
50,450,4.893840537784633,0.0259655561376465
50,500,4.903714376944257,0.02600462291421405
50,550,4.914865231048227,0.026039930418647415
100,300,4.974026191127412,0.026049480402641823
100,350,4.984248438033023,0.026050962743654742
100,400,4.995213738641646,0.026056762598576783
100,450,5.028156799553041,0.026045249106952443
100,500,5.032075001312752,0.026052158063057388
100,550,5.054931931291473,0.02607934539438875
150,300,5.115338550235049,0.026217190665779717
150,350,5.153162092239039,0.02621171661510562
150,400,5.177760706771561,0.02627452330510738
150,450,5.2188504389594215,0.026240130041242902
150,500,5.236904071059256,0.026191417926526496
150,550,5.2567815775800275,0.026222006898902514
200,300,5.350559023135082,0.026911256763814756
200,350,5.43122919740513,0.026982461382730215
200,400,5.498366616248362,0.02702620243396759
200,500,5.61255491949797,0.02707645342986788
200,550,5.602581871445578,0.026997003168232222
